game_id,season,season_type,date,start_time_utc,status,away_team_id,home_team_id,away_abbrev,home_abbrev,away_score,home_score,venue,ot,doubleheader,game_number
822986,2026,regular,2026-05-05,2026-05-05T22:40:00Z,final,mlb-tor,mlb-tb,TOR,TB,3,4,Tropicana Field,,N,1
823469,2026,regular,2026-05-05,2026-05-05T22:40:00Z,final,mlb-ath,mlb-phi,ATH,PHI,1,9,Citizens Bank Park,,N,1
823873,2026,regular,2026-05-05,2026-05-05T22:40:00Z,final,mlb-bal,mlb-mia,BAL,MIA,9,7,loanDepot park,,N,1
824281,2026,regular,2026-05-05,2026-05-05T22:40:00Z,final,mlb-bos,mlb-det,BOS,DET,10,3,Comerica Park,,N,1
822743,2026,regular,2026-05-05,2026-05-05T22:45:00Z,final,mlb-min,mlb-wsh,MIN,WSH,11,3,Nationals Park,,N,1
823553,2026,regular,2026-05-05,2026-05-05T23:05:00Z,final,mlb-tex,mlb-nyy,TEX,NYY,4,7,Yankee Stadium,,N,1
824119,2026,regular,2026-05-05,2026-05-05T23:40:00Z,final,mlb-cle,mlb-kc,CLE,KC,3,5,Kauffman Stadium,,N,1
824682,2026,regular,2026-05-05,2026-05-05T23:40:00Z,final,mlb-cin,mlb-chc,CIN,CHC,2,3,Wrigley Field,,N,1
824200,2026,regular,2026-05-05,2026-05-06T00:10:00Z,final,mlb-lad,mlb-hou,LAD,HOU,1,2,Daikin Park,,N,1
824040,2026,regular,2026-05-05,2026-05-06T01:38:00Z,final,mlb-cws,mlb-laa,CWS,LAA,3,4,Angel Stadium,,N,1
823142,2026,regular,2026-05-05,2026-05-06T01:40:00Z,final,mlb-atl,mlb-sea,ATL,SEA,3,2,T-Mobile Park,,N,1
825092,2026,regular,2026-05-05,2026-05-06T01:40:00Z,final,mlb-pit,mlb-ari,PIT,ARI,0,9,Chase Field,,N,1
823227,2026,regular,2026-05-05,2026-05-06T01:45:00Z,final,mlb-sd,mlb-sf,SD,SF,10,5,Oracle Park,,N,1
822985,2026,regular,2026-05-06,2026-05-06T17:10:00Z,final,mlb-tor,mlb-tb,TOR,TB,0,3,Tropicana Field,,N,1
823063,2026,regular,2026-05-06,2026-05-06T17:15:00Z,final,mlb-mil,mlb-stl,MIL,STL,6,2,Busch Stadium,,N,1
824198,2026,regular,2026-05-06,2026-05-06T18:10:00Z,final,mlb-lad,mlb-hou,LAD,HOU,12,2,Daikin Park,,N,1
823226,2026,regular,2026-05-06,2026-05-06T19:45:00Z,final,mlb-sd,mlb-sf,SD,SF,5,1,Oracle Park,,N,1
824036,2026,regular,2026-05-06,2026-05-06T20:07:00Z,final,mlb-cws,mlb-laa,CWS,LAA,2,8,Angel Stadium,,N,1
823141,2026,regular,2026-05-06,2026-05-06T20:10:00Z,final,mlb-atl,mlb-sea,ATL,SEA,1,3,T-Mobile Park,,N,1
823470,2026,regular,2026-05-06,2026-05-06T22:40:00Z,final,mlb-ath,mlb-phi,ATH,PHI,3,6,Citizens Bank Park,,N,1
823872,2026,regular,2026-05-06,2026-05-06T22:40:00Z,final,mlb-bal,mlb-mia,BAL,MIA,7,4,loanDepot park,,N,1
824282,2026,regular,2026-05-06,2026-05-06T22:40:00Z,final,mlb-bos,mlb-det,BOS,DET,4,0,Comerica Park,,N,1
822740,2026,regular,2026-05-06,2026-05-06T22:45:00Z,final,mlb-min,mlb-wsh,MIN,WSH,2,15,Nationals Park,,N,1
823550,2026,regular,2026-05-06,2026-05-06T23:05:00Z,final,mlb-tex,mlb-nyy,TEX,NYY,6,1,Yankee Stadium,,N,1
824118,2026,regular,2026-05-06,2026-05-06T23:40:00Z,final,mlb-cle,mlb-kc,CLE,KC,3,1,Kauffman Stadium,,N,1
824683,2026,regular,2026-05-06,2026-05-06T23:40:00Z,final,mlb-cin,mlb-chc,CIN,CHC,6,7,Wrigley Field,,N,1
824361,2026,regular,2026-05-06,2026-05-07T01:20:00Z,final,mlb-nym,mlb-col,NYM,COL,10,5,Coors Field,,N,1
825091,2026,regular,2026-05-06,2026-05-07T01:40:00Z,final,mlb-pit,mlb-ari,PIT,ARI,1,0,Chase Field,,N,1
824362,2026,regular,2026-05-07,2026-05-06T00:40:00Z,postponed,mlb-nym,mlb-col,NYM,COL,,,Coors Field,,N,1
823551,2026,regular,2026-05-07,2026-05-07T16:35:00Z,final,mlb-tex,mlb-nyy,TEX,NYY,2,9,Yankee Stadium,,N,1
822741,2026,regular,2026-05-07,2026-05-07T17:05:00Z,final,mlb-min,mlb-wsh,MIN,WSH,5,7,Nationals Park,,N,1
824117,2026,regular,2026-05-07,2026-05-07T18:10:00Z,final,mlb-cle,mlb-kc,CLE,KC,8,5,Kauffman Stadium,,N,1
824681,2026,regular,2026-05-07,2026-05-07T18:20:00Z,final,mlb-cin,mlb-chc,CIN,CHC,3,8,Wrigley Field,,N,1
824362,2026,regular,2026-05-07,2026-05-07T19:10:00Z,final,mlb-nym,mlb-col,NYM,COL,2,6,Coors Field,,N,1
825090,2026,regular,2026-05-07,2026-05-07T19:40:00Z,final,mlb-pit,mlb-ari,PIT,ARI,4,2,Chase Field,,N,1
823467,2026,regular,2026-05-07,2026-05-07T22:40:00Z,final,mlb-ath,mlb-phi,ATH,PHI,12,1,Citizens Bank Park,,N,1
823870,2026,regular,2026-05-07,2026-05-07T22:40:00Z,final,mlb-bal,mlb-mia,BAL,MIA,3,4,loanDepot park,,N,1
824767,2026,regular,2026-05-07,2026-05-07T23:10:00Z,final,mlb-tb,mlb-bos,TB,BOS,8,4,Fenway Park,,N,1
823306,2026,regular,2026-05-07,2026-05-08T02:10:00Z,final,mlb-stl,mlb-sd,STL,SD,2,1,Petco Park,,N,1
824522,2026,regular,2026-05-08,2026-05-08T22:10:00Z,final,mlb-hou,mlb-cin,HOU,CIN,10,0,Great American Ball Park,,N,1
823466,2026,regular,2026-05-08,2026-05-08T22:40:00Z,final,mlb-col,mlb-phi,COL,PHI,9,7,Citizens Bank Park,,N,1
824846,2026,regular,2026-05-08,2026-05-08T23:05:00Z,final,mlb-ath,mlb-bal,ATH,BAL,4,3,Oriole Park at Camden Yards,,N,1
822822,2026,regular,2026-05-08,2026-05-08T23:07:00Z,final,mlb-laa,mlb-tor,LAA,TOR,0,2,Rogers Centre,,N,1
823871,2026,regular,2026-05-08,2026-05-08T23:10:00Z,final,mlb-wsh,mlb-mia,WSH,MIA,3,2,loanDepot park,,N,1
824768,2026,regular,2026-05-08,2026-05-08T23:10:00Z,final,mlb-tb,mlb-bos,TB,BOS,0,2,Fenway Park,,N,1
824443,2026,regular,2026-05-08,2026-05-08T23:15:00Z,final,mlb-min,mlb-cle,MIN,CLE,4,6,Progressive Field,,N,1
823794,2026,regular,2026-05-08,2026-05-08T23:40:00Z,final,mlb-nyy,mlb-mil,NYY,MIL,0,6,American Family Field,,N,1
824116,2026,regular,2026-05-08,2026-05-08T23:40:00Z,final,mlb-det,mlb-kc,DET,KC,3,4,Kauffman Stadium,,N,1
824607,2026,regular,2026-05-08,2026-05-08T23:40:00Z,final,mlb-sea,mlb-cws,SEA,CWS,12,8,Rate Field,,N,1
822904,2026,regular,2026-05-08,2026-05-09T00:05:00Z,final,mlb-chc,mlb-tex,CHC,TEX,7,1,Globe Life Field,,N,1
825088,2026,regular,2026-05-08,2026-05-09T01:40:00Z,final,mlb-nym,mlb-ari,NYM,ARI,3,1,Chase Field,,N,1
823303,2026,regular,2026-05-08,2026-05-09T01:45:00Z,final,mlb-stl,mlb-sd,STL,SD,6,0,Petco Park,,N,1
823957,2026,regular,2026-05-08,2026-05-09T02:10:00Z,final,mlb-atl,mlb-lad,ATL,LAD,1,3,UNIQLO Field at Dodger Stadium,,N,1
823225,2026,regular,2026-05-08,2026-05-09T02:15:00Z,final,mlb-pit,mlb-sf,PIT,SF,2,5,Oracle Park,,N,1
822820,2026,regular,2026-05-09,2026-05-09T19:07:00Z,final,mlb-laa,mlb-tor,LAA,TOR,1,14,Rogers Centre,,N,1
824847,2026,regular,2026-05-09,2026-05-09T20:05:00Z,final,mlb-ath,mlb-bal,ATH,BAL,6,2,Oriole Park at Camden Yards,,N,1
823869,2026,regular,2026-05-09,2026-05-09T20:10:00Z,final,mlb-wsh,mlb-mia,WSH,MIA,7,8,loanDepot park,,N,1
824523,2026,regular,2026-05-09,2026-05-09T20:10:00Z,final,mlb-hou,mlb-cin,HOU,CIN,1,3,Great American Ball Park,,N,1
823468,2026,regular,2026-05-09,2026-05-09T22:05:00Z,final,mlb-col,mlb-phi,COL,PHI,3,9,Citizens Bank Park,,N,1
824444,2026,regular,2026-05-09,2026-05-09T22:10:00Z,final,mlb-min,mlb-cle,MIN,CLE,2,1,Progressive Field,,N,1
822905,2026,regular,2026-05-09,2026-05-09T23:05:00Z,final,mlb-chc,mlb-tex,CHC,TEX,0,6,Globe Life Field,,N,1
823792,2026,regular,2026-05-09,2026-05-09T23:10:00Z,final,mlb-nyy,mlb-mil,NYY,MIL,3,4,American Family Field,,N,1
824115,2026,regular,2026-05-09,2026-05-09T23:10:00Z,final,mlb-det,mlb-kc,DET,KC,1,5,Kauffman Stadium,,N,1
824606,2026,regular,2026-05-09,2026-05-09T23:10:00Z,final,mlb-sea,mlb-cws,SEA,CWS,1,6,Rate Field,,N,1
823304,2026,regular,2026-05-09,2026-05-09T23:15:00Z,final,mlb-stl,mlb-sd,STL,SD,2,4,Petco Park,,N,1
825089,2026,regular,2026-05-09,2026-05-09T23:15:00Z,final,mlb-nym,mlb-ari,NYM,ARI,1,2,Chase Field,,N,1
823224,2026,regular,2026-05-09,2026-05-10T01:05:00Z,final,mlb-pit,mlb-sf,PIT,SF,13,3,Oracle Park,,N,1
823955,2026,regular,2026-05-09,2026-05-10T01:10:00Z,final,mlb-atl,mlb-lad,ATL,LAD,7,2,UNIQLO Field at Dodger Stadium,,N,1
823868,2026,regular,2026-05-10,2026-05-10T16:15:00Z,final,mlb-wsh,mlb-mia,WSH,MIA,2,5,loanDepot park,,N,1
823463,2026,regular,2026-05-10,2026-05-10T17:35:00Z,final,mlb-col,mlb-phi,COL,PHI,0,6,Citizens Bank Park,,N,1
824765,2026,regular,2026-05-10,2026-05-10T17:35:00Z,final,mlb-tb,mlb-bos,TB,BOS,4,1,Fenway Park,,N,1
824845,2026,regular,2026-05-10,2026-05-10T17:35:00Z,final,mlb-ath,mlb-bal,ATH,BAL,1,2,Oriole Park at Camden Yards,,N,1
822819,2026,regular,2026-05-10,2026-05-10T17:37:00Z,final,mlb-laa,mlb-tor,LAA,TOR,6,1,Rogers Centre,,N,1
824440,2026,regular,2026-05-10,2026-05-10T17:40:00Z,final,mlb-min,mlb-cle,MIN,CLE,5,4,Progressive Field,,N,1
824520,2026,regular,2026-05-10,2026-05-10T17:40:00Z,final,mlb-hou,mlb-cin,HOU,CIN,0,5,Great American Ball Park,,N,1
823793,2026,regular,2026-05-10,2026-05-10T18:10:00Z,final,mlb-nyy,mlb-mil,NYY,MIL,3,4,American Family Field,,N,1
824605,2026,regular,2026-05-10,2026-05-10T18:10:00Z,final,mlb-sea,mlb-cws,SEA,CWS,1,2,Rate Field,,N,1
822902,2026,regular,2026-05-10,2026-05-10T18:35:00Z,final,mlb-chc,mlb-tex,CHC,TEX,0,3,Globe Life Field,,N,1
823221,2026,regular,2026-05-10,2026-05-10T20:05:00Z,final,mlb-pit,mlb-sf,PIT,SF,6,7,Oracle Park,,N,1
823305,2026,regular,2026-05-10,2026-05-10T20:10:00Z,final,mlb-stl,mlb-sd,STL,SD,2,3,Petco Park,,N,1
823954,2026,regular,2026-05-10,2026-05-10T20:10:00Z,final,mlb-atl,mlb-lad,ATL,LAD,7,2,UNIQLO Field at Dodger Stadium,,N,1
825085,2026,regular,2026-05-10,2026-05-10T20:10:00Z,final,mlb-nym,mlb-ari,NYM,ARI,1,5,Chase Field,,N,1
824113,2026,regular,2026-05-10,2026-05-10T23:20:00Z,final,mlb-det,mlb-kc,DET,KC,6,3,Kauffman Stadium,,N,1
824441,2026,regular,2026-05-11,2026-05-11T22:10:00Z,final,mlb-laa,mlb-cle,LAA,CLE,2,7,Progressive Field,,N,1
824844,2026,regular,2026-05-11,2026-05-11T22:35:00Z,final,mlb-nyy,mlb-bal,NYY,BAL,2,3,Oriole Park at Camden Yards,,N,1
822818,2026,regular,2026-05-11,2026-05-11T23:07:00Z,final,mlb-tb,mlb-tor,TB,TOR,8,5,Rogers Centre,,N,1
822901,2026,regular,2026-05-11,2026-05-12T00:05:00Z,final,mlb-ari,mlb-tex,ARI,TEX,1,0,Globe Life Field,,N,1
824199,2026,regular,2026-05-11,2026-05-12T00:10:00Z,final,mlb-sea,mlb-hou,SEA,HOU,3,1,Daikin Park,,N,1
823953,2026,regular,2026-05-11,2026-05-12T02:10:00Z,final,mlb-sf,mlb-lad,SF,LAD,9,3,UNIQLO Field at Dodger Stadium,,N,1
824442,2026,regular,2026-05-12,2026-05-12T22:10:00Z,final,mlb-laa,mlb-cle,LAA,CLE,2,3,Progressive Field,,N,1
824843,2026,regular,2026-05-12,2026-05-12T22:35:00Z,final,mlb-nyy,mlb-bal,NYY,BAL,6,2,Oriole Park at Camden Yards,,N,1
823385,2026,regular,2026-05-12,2026-05-12T22:40:00Z,final,mlb-col,mlb-pit,COL,PIT,1,3,PNC Park,,N,1
824521,2026,regular,2026-05-12,2026-05-12T22:40:00Z,final,mlb-wsh,mlb-cin,WSH,CIN,10,4,Great American Ball Park,,N,1
824764,2026,regular,2026-05-12,2026-05-12T22:45:00Z,final,mlb-phi,mlb-bos,PHI,BOS,2,1,Fenway Park,,N,1
822817,2026,regular,2026-05-12,2026-05-12T23:07:00Z,final,mlb-tb,mlb-tor,TB,TOR,7,6,Rogers Centre,,N,1
823632,2026,regular,2026-05-12,2026-05-12T23:10:00Z,final,mlb-det,mlb-nym,DET,NYM,2,10,Citi Field,,N,1
824927,2026,regular,2026-05-12,2026-05-12T23:15:00Z,final,mlb-chc,mlb-atl,CHC,ATL,2,5,Truist Park,,N,1
823712,2026,regular,2026-05-12,2026-05-12T23:40:00Z,final,mlb-mia,mlb-min,MIA,MIN,0,3,Target Field,,N,1
823790,2026,regular,2026-05-12,2026-05-12T23:40:00Z,final,mlb-sd,mlb-mil,SD,MIL,4,6,American Family Field,,N,1
824604,2026,regular,2026-05-12,2026-05-12T23:40:00Z,final,mlb-kc,mlb-cws,KC,CWS,5,6,Rate Field,,N,1
822903,2026,regular,2026-05-12,2026-05-13T00:05:00Z,final,mlb-ari,mlb-tex,ARI,TEX,4,7,Globe Life Field,,N,1
824197,2026,regular,2026-05-12,2026-05-13T00:10:00Z,final,mlb-sea,mlb-hou,SEA,HOU,10,2,Daikin Park,,N,1
825011,2026,regular,2026-05-12,2026-05-13T01:40:00Z,final,mlb-stl,mlb-ath,STL,ATH,6,4,Sutter Health Park,,N,1
823951,2026,regular,2026-05-12,2026-05-13T02:10:00Z,final,mlb-sf,mlb-lad,SF,LAD,6,2,UNIQLO Field at Dodger Stadium,,N,1
824841,2026,regular,2026-05-13,2026-05-13T17:05:00Z,final,mlb-nyy,mlb-bal,NYY,BAL,0,7,Oriole Park at Camden Yards,,N,1
824438,2026,regular,2026-05-13,2026-05-13T17:10:00Z,final,mlb-laa,mlb-cle,LAA,CLE,2,4,Progressive Field,,N,1
823386,2026,regular,2026-05-13,2026-05-13T22:40:00Z,final,mlb-col,mlb-pit,COL,PIT,10,4,PNC Park,,N,1
824519,2026,regular,2026-05-13,2026-05-13T22:40:00Z,final,mlb-wsh,mlb-cin,WSH,CIN,8,7,Great American Ball Park,,N,1
824763,2026,regular,2026-05-13,2026-05-13T22:45:00Z,final,mlb-phi,mlb-bos,PHI,BOS,1,3,Fenway Park,,N,1
822815,2026,regular,2026-05-13,2026-05-13T23:07:00Z,final,mlb-tb,mlb-tor,TB,TOR,3,5,Rogers Centre,,N,1
823631,2026,regular,2026-05-13,2026-05-13T23:10:00Z,final,mlb-det,mlb-nym,DET,NYM,2,3,Citi Field,,N,1
824928,2026,regular,2026-05-13,2026-05-13T23:15:00Z,final,mlb-chc,mlb-atl,CHC,ATL,1,4,Truist Park,,N,1
823710,2026,regular,2026-05-13,2026-05-13T23:40:00Z,final,mlb-mia,mlb-min,MIA,MIN,9,5,Target Field,,N,1
823791,2026,regular,2026-05-13,2026-05-13T23:40:00Z,final,mlb-sd,mlb-mil,SD,MIL,3,1,American Family Field,,N,1
824603,2026,regular,2026-05-13,2026-05-13T23:40:00Z,final,mlb-kc,mlb-cws,KC,CWS,5,6,Rate Field,,N,1
822900,2026,regular,2026-05-13,2026-05-14T00:05:00Z,final,mlb-ari,mlb-tex,ARI,TEX,5,6,Globe Life Field,,N,1
824195,2026,regular,2026-05-13,2026-05-14T00:10:00Z,final,mlb-sea,mlb-hou,SEA,HOU,3,4,Daikin Park,,N,1
825010,2026,regular,2026-05-13,2026-05-14T01:40:00Z,final,mlb-stl,mlb-ath,STL,ATH,2,6,Sutter Health Park,,N,1
823952,2026,regular,2026-05-13,2026-05-14T02:10:00Z,final,mlb-sf,mlb-lad,SF,LAD,0,4,UNIQLO Field at Dodger Stadium,,N,1
823383,2026,regular,2026-05-14,2026-05-14T16:35:00Z,final,mlb-col,mlb-pit,COL,PIT,2,7,PNC Park,,N,1
824517,2026,regular,2026-05-14,2026-05-14T16:40:00Z,final,mlb-wsh,mlb-cin,WSH,CIN,1,15,Great American Ball Park,,N,1
823630,2026,regular,2026-05-14,2026-05-14T17:10:00Z,final,mlb-det,mlb-nym,DET,NYM,4,9,Citi Field,,N,1
823709,2026,regular,2026-05-14,2026-05-14T17:40:00Z,final,mlb-mia,mlb-min,MIA,MIN,1,9,Target Field,,N,1
823789,2026,regular,2026-05-14,2026-05-14T17:40:00Z,final,mlb-sd,mlb-mil,SD,MIL,1,7,American Family Field,,N,1
824196,2026,regular,2026-05-14,2026-05-14T18:10:00Z,final,mlb-sea,mlb-hou,SEA,HOU,8,3,Daikin Park,,N,1
825008,2026,regular,2026-05-14,2026-05-14T19:05:00Z,final,mlb-stl,mlb-ath,STL,ATH,5,4,Sutter Health Park,,N,1
824762,2026,regular,2026-05-14,2026-05-14T22:45:00Z,final,mlb-phi,mlb-bos,PHI,BOS,3,1,Fenway Park,,N,1
824926,2026,regular,2026-05-14,2026-05-14T23:15:00Z,final,mlb-chc,mlb-atl,CHC,ATL,2,0,Truist Park,,N,1
824602,2026,regular,2026-05-14,2026-05-14T23:40:00Z,final,mlb-kc,mlb-cws,KC,CWS,2,6,Rate Field,,N,1
823950,2026,regular,2026-05-14,2026-05-15T02:10:00Z,final,mlb-sf,mlb-lad,SF,LAD,2,5,UNIQLO Field at Dodger Stadium,,N,1
823384,2026,regular,2026-05-15,2026-05-15T22:40:00Z,final,mlb-phi,mlb-pit,PHI,PIT,11,9,PNC Park,,N,1
822739,2026,regular,2026-05-15,2026-05-15T22:45:00Z,final,mlb-bal,mlb-wsh,BAL,WSH,2,3,Nationals Park,,N,1
824280,2026,regular,2026-05-15,2026-05-15T22:45:00Z,final,mlb-tor,mlb-det,TOR,DET,2,3,Comerica Park,,N,1
822983,2026,regular,2026-05-15,2026-05-15T23:10:00Z,final,mlb-mia,mlb-tb,MIA,TB,2,7,Tropicana Field,,N,1
823707,2026,regular,2026-05-15,2026-05-15T23:10:00Z,final,mlb-mil,mlb-min,MIL,MIN,3,2,Target Field,,N,1
824439,2026,regular,2026-05-15,2026-05-15T23:10:00Z,final,mlb-cin,mlb-cle,CIN,CLE,7,6,Progressive Field,,N,1
823629,2026,regular,2026-05-15,2026-05-15T23:15:00Z,final,mlb-nyy,mlb-nym,NYY,NYM,5,2,Citi Field,,N,1
824925,2026,regular,2026-05-15,2026-05-15T23:15:00Z,final,mlb-bos,mlb-atl,BOS,ATL,2,3,Truist Park,,N,1
824601,2026,regular,2026-05-15,2026-05-15T23:40:00Z,final,mlb-chc,mlb-cws,CHC,CWS,10,5,Rate Field,,N,1
824194,2026,regular,2026-05-15,2026-05-16T00:10:00Z,final,mlb-tex,mlb-hou,TEX,HOU,0,2,Daikin Park,,N,1
823061,2026,regular,2026-05-15,2026-05-16T00:15:00Z,final,mlb-kc,mlb-stl,KC,STL,4,5,Busch Stadium,,N,1
824360,2026,regular,2026-05-15,2026-05-16T00:40:00Z,final,mlb-ari,mlb-col,ARI,COL,9,1,Coors Field,,N,1
824037,2026,regular,2026-05-15,2026-05-16T01:38:00Z,final,mlb-lad,mlb-laa,LAD,LAA,6,0,Angel Stadium,,N,1
823140,2026,regular,2026-05-15,2026-05-16T01:40:00Z,final,mlb-sd,mlb-sea,SD,SEA,2,0,T-Mobile Park,,N,1
825009,2026,regular,2026-05-15,2026-05-16T01:40:00Z,final,mlb-sf,mlb-ath,SF,ATH,2,5,Sutter Health Park,,N,1
824278,2026,regular,2026-05-16,2026-05-16T17:10:00Z,final,mlb-tor,mlb-det,TOR,DET,2,1,Comerica Park,,N,1
823060,2026,regular,2026-05-16,2026-05-16T18:15:00Z,final,mlb-kc,mlb-stl,KC,STL,2,4,Busch Stadium,,N,1
824359,2026,regular,2026-05-16,2026-05-16T19:10:00Z,final,mlb-ari,mlb-col,ARI,COL,2,4,Coors Field,,N,1
822737,2026,regular,2026-05-16,2026-05-16T20:05:00Z,final,mlb-bal,mlb-wsh,BAL,WSH,3,13,Nationals Park,,N,1
823382,2026,regular,2026-05-16,2026-05-16T20:05:00Z,final,mlb-phi,mlb-pit,PHI,PIT,6,0,PNC Park,,N,1
822981,2026,regular,2026-05-16,2026-05-16T20:10:00Z,final,mlb-mia,mlb-tb,MIA,TB,10,5,Tropicana Field,,N,1
824435,2026,regular,2026-05-16,2026-05-16T22:10:00Z,final,mlb-cin,mlb-cle,CIN,CLE,4,7,Progressive Field,,N,1
823706,2026,regular,2026-05-16,2026-05-16T23:10:00Z,final,mlb-mil,mlb-min,MIL,MIN,2,1,Target Field,,N,1
824193,2026,regular,2026-05-16,2026-05-16T23:10:00Z,final,mlb-tex,mlb-hou,TEX,HOU,1,4,Daikin Park,,N,1
824600,2026,regular,2026-05-16,2026-05-16T23:10:00Z,final,mlb-chc,mlb-cws,CHC,CWS,3,8,Rate Field,,N,1
823139,2026,regular,2026-05-16,2026-05-16T23:15:00Z,final,mlb-sd,mlb-sea,SD,SEA,7,4,T-Mobile Park,,N,1
823627,2026,regular,2026-05-16,2026-05-16T23:15:00Z,final,mlb-nyy,mlb-nym,NYY,NYM,3,6,Citi Field,,N,1
824924,2026,regular,2026-05-16,2026-05-16T23:15:00Z,final,mlb-bos,mlb-atl,BOS,ATL,3,2,Truist Park,,N,1
824038,2026,regular,2026-05-16,2026-05-17T01:38:00Z,final,mlb-lad,mlb-laa,LAD,LAA,15,2,Angel Stadium,,N,1
825007,2026,regular,2026-05-16,2026-05-17T01:40:00Z,final,mlb-sf,mlb-ath,SF,ATH,6,4,Sutter Health Park,,N,1
822982,2026,regular,2026-05-17,2026-05-17T16:15:00Z,final,mlb-mia,mlb-tb,MIA,TB,3,6,Tropicana Field,,N,1
822738,2026,regular,2026-05-17,2026-05-17T17:35:00Z,final,mlb-bal,mlb-wsh,BAL,WSH,7,3,Nationals Park,,N,1
823381,2026,regular,2026-05-17,2026-05-17T17:35:00Z,final,mlb-phi,mlb-pit,PHI,PIT,6,0,PNC Park,,N,1
824923,2026,regular,2026-05-17,2026-05-17T17:35:00Z,final,mlb-bos,mlb-atl,BOS,ATL,1,8,Truist Park,,N,1
823628,2026,regular,2026-05-17,2026-05-17T17:40:00Z,final,mlb-nyy,mlb-nym,NYY,NYM,6,7,Citi Field,,N,1
824279,2026,regular,2026-05-17,2026-05-17T17:40:00Z,final,mlb-tor,mlb-det,TOR,DET,4,1,Comerica Park,,N,1
824436,2026,regular,2026-05-17,2026-05-17T17:40:00Z,final,mlb-cin,mlb-cle,CIN,CLE,3,10,Progressive Field,,N,1
823708,2026,regular,2026-05-17,2026-05-17T18:10:00Z,final,mlb-mil,mlb-min,MIL,MIN,4,5,Target Field,,N,1
824192,2026,regular,2026-05-17,2026-05-17T18:10:00Z,final,mlb-tex,mlb-hou,TEX,HOU,8,0,Daikin Park,,N,1
824599,2026,regular,2026-05-17,2026-05-17T18:10:00Z,final,mlb-chc,mlb-cws,CHC,CWS,8,9,Rate Field,,N,1
823058,2026,regular,2026-05-17,2026-05-17T18:15:00Z,final,mlb-kc,mlb-stl,KC,STL,2,0,Busch Stadium,,N,1
824358,2026,regular,2026-05-17,2026-05-17T19:10:00Z,final,mlb-ari,mlb-col,ARI,COL,8,6,Coors Field,,N,1
825006,2026,regular,2026-05-17,2026-05-17T20:05:00Z,final,mlb-sf,mlb-ath,SF,ATH,10,1,Sutter Health Park,,N,1
824034,2026,regular,2026-05-17,2026-05-17T20:07:00Z,final,mlb-lad,mlb-laa,LAD,LAA,10,1,Angel Stadium,,N,1
823138,2026,regular,2026-05-17,2026-05-17T23:20:00Z,final,mlb-sd,mlb-sea,SD,SEA,8,3,T-Mobile Park,,N,1
822980,2026,regular,2026-05-18,2026-05-18T22:40:00Z,final,mlb-bal,mlb-tb,BAL,TB,6,16,Tropicana Field,,N,1
823465,2026,regular,2026-05-18,2026-05-18T22:40:00Z,final,mlb-cin,mlb-phi,CIN,PHI,4,5,Citizens Bank Park,,N,1
823867,2026,regular,2026-05-18,2026-05-18T22:40:00Z,final,mlb-atl,mlb-mia,ATL,MIA,0,12,loanDepot park,,N,1
824277,2026,regular,2026-05-18,2026-05-18T22:40:00Z,final,mlb-cle,mlb-det,CLE,DET,8,2,Comerica Park,,N,1
822734,2026,regular,2026-05-18,2026-05-18T22:45:00Z,final,mlb-nym,mlb-wsh,NYM,WSH,16,7,Nationals Park,,N,1
823549,2026,regular,2026-05-18,2026-05-18T23:05:00Z,final,mlb-tor,mlb-nyy,TOR,NYY,6,7,Yankee Stadium,,N,1
824114,2026,regular,2026-05-18,2026-05-18T23:10:00Z,final,mlb-bos,mlb-kc,BOS,KC,3,1,Kauffman Stadium,,N,1
823705,2026,regular,2026-05-18,2026-05-18T23:40:00Z,final,mlb-hou,mlb-min,HOU,MIN,3,6,Target Field,,N,1
824680,2026,regular,2026-05-18,2026-05-18T23:40:00Z,final,mlb-mil,mlb-chc,MIL,CHC,9,3,Wrigley Field,,N,1
824357,2026,regular,2026-05-18,2026-05-19T00:40:00Z,final,mlb-tex,mlb-col,TEX,COL,6,7,Coors Field,,N,1
824035,2026,regular,2026-05-18,2026-05-19T01:38:00Z,final,mlb-ath,mlb-laa,ATH,LAA,1,2,Angel Stadium,,N,1
823137,2026,regular,2026-05-18,2026-05-19T01:40:00Z,final,mlb-cws,mlb-sea,CWS,SEA,1,6,T-Mobile Park,,N,1
823301,2026,regular,2026-05-18,2026-05-19T01:40:00Z,final,mlb-lad,mlb-sd,LAD,SD,0,1,Petco Park,,N,1
825087,2026,regular,2026-05-18,2026-05-19T01:40:00Z,final,mlb-sf,mlb-ari,SF,ARI,2,12,Chase Field,,N,1
823865,2026,regular,2026-05-19,2026-05-19T20:10:00Z,final,mlb-atl,mlb-mia,ATL,MIA,8,4,loanDepot park,,N,1
822979,2026,regular,2026-05-19,2026-05-19T22:40:00Z,final,mlb-bal,mlb-tb,BAL,TB,1,4,Tropicana Field,,N,1
823464,2026,regular,2026-05-19,2026-05-19T22:40:00Z,final,mlb-cin,mlb-phi,CIN,PHI,4,1,Citizens Bank Park,,N,1
824276,2026,regular,2026-05-19,2026-05-19T22:40:00Z,final,mlb-cle,mlb-det,CLE,DET,4,3,Comerica Park,,N,1
822736,2026,regular,2026-05-19,2026-05-19T22:45:00Z,final,mlb-nym,mlb-wsh,NYM,WSH,6,9,Nationals Park,,N,1
823548,2026,regular,2026-05-19,2026-05-19T23:05:00Z,final,mlb-tor,mlb-nyy,TOR,NYY,4,5,Yankee Stadium,,N,1
