game_id,sport,season,season_type,date,as_of_date,away_team_id,home_team_id,status,away_common_opponents,home_common_opponents,away_games_played,home_games_played,away_head_to_head,home_head_to_head,home_advantage,away_last10_form,home_last10_form,away_season_scoring,home_season_scoring,away_travel_km,home_travel_km,away_head_to_head_games,away_head_to_head_avg_scored,away_head_to_head_avg_allowed,home_head_to_head_games,home_head_to_head_avg_scored,home_head_to_head_avg_allowed,away_last10_form_wins,away_last10_form_losses,away_last10_form_otl,away_last10_form_l10_pct,home_last10_form_wins,home_last10_form_losses,home_last10_form_otl,home_last10_form_l10_pct,away_season_scoring_spg,away_season_scoring_sapg,away_season_scoring_gp,home_season_scoring_spg,home_season_scoring_sapg,home_season_scoring_gp,away_common_opponents_opponents,away_common_opponents_games,away_common_opponents_wrf,away_common_opponents_wra,home_common_opponents_opponents,home_common_opponents_games,home_common_opponents_wrf,home_common_opponents_wra,final_away,final_home,actual_total,actual_margin,winner,feature_versions
823244,MLB,2026,regular,2026-03-25,2026-03-25,mlb-nyy,mlb-sf,final,,,0,0,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,-7,mlb-nyy,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823081,MLB,2026,regular,2026-03-26,2026-03-26,mlb-tb,mlb-stl,final,,,0,0,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,16,2,mlb-stl,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823163,MLB,2026,regular,2026-03-26,2026-03-26,mlb-cle,mlb-sea,final,,,0,0,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,10,-2,mlb-cle,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823325,MLB,2026,regular,2026-03-26,2026-03-26,mlb-det,mlb-sd,final,,,0,0,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,10,-6,mlb-det,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823486,MLB,2026,regular,2026-03-26,2026-03-26,mlb-tex,mlb-phi,final,,,0,0,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,8,2,mlb-phi,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823649,MLB,2026,regular,2026-03-26,2026-03-26,mlb-pit,mlb-nym,final,,,0,0,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,18,4,mlb-nym,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823812,MLB,2026,regular,2026-03-26,2026-03-26,mlb-cws,mlb-mil,final,,,0,0,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,16,12,mlb-mil,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823974,MLB,2026,regular,2026-03-26,2026-03-26,mlb-ari,mlb-lad,final,,,0,0,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,10,6,mlb-lad,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824218,MLB,2026,regular,2026-03-26,2026-03-26,mlb-laa,mlb-hou,final,,,0,0,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,-3,mlb-laa,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824541,MLB,2026,regular,2026-03-26,2026-03-26,mlb-bos,mlb-cin,final,,,0,0,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,-3,mlb-bos,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824704,MLB,2026,regular,2026-03-26,2026-03-26,mlb-wsh,mlb-chc,final,,,0,0,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,14,-6,mlb-wsh,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824865,MLB,2026,regular,2026-03-26,2026-03-26,mlb-min,mlb-bal,final,,,0,0,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,1,mlb-bal,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
822839,MLB,2026,regular,2026-03-27,2026-03-27,mlb-ath,mlb-tor,final,,,0,0,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,1,mlb-tor,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823162,MLB,2026,regular,2026-03-27,2026-03-27,mlb-cle,mlb-sea,final,,,1,1,,,0.35,,,,,0.0,0.0,1,6.0,4.0,1,4.0,6.0,1,0,0,1.0,0,1,0,0.0,6.0,4.0,1,4.0,6.0,1,,,,,,,,,1,5,6,4,mlb-sea,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823243,MLB,2026,regular,2026-03-27,2026-03-27,mlb-nyy,mlb-sf,final,,,1,1,,,0.35,,,,,0.0,0.0,1,7.0,0.0,1,0.0,7.0,1,0,0,1.0,0,1,0,0.0,7.0,0.0,1,0.0,7.0,1,,,,,,,,,3,0,3,-3,mlb-nyy,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823324,MLB,2026,regular,2026-03-27,2026-03-27,mlb-det,mlb-sd,final,,,1,1,,,0.35,,,,,0.0,0.0,1,8.0,2.0,1,2.0,8.0,1,0,0,1.0,0,1,0,0.0,8.0,2.0,1,2.0,8.0,1,,,,,,,,,5,2,7,-3,mlb-det,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823893,MLB,2026,regular,2026-03-27,2026-03-27,mlb-col,mlb-mia,final,,,0,0,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,1,mlb-mia,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823971,MLB,2026,regular,2026-03-27,2026-03-27,mlb-ari,mlb-lad,final,,,1,1,,,0.35,,,,,0.0,0.0,1,2.0,8.0,1,8.0,2.0,0,1,0,0.0,1,0,0,1.0,2.0,8.0,1,8.0,2.0,1,,,,,,,,,4,5,9,1,mlb-lad,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824216,MLB,2026,regular,2026-03-27,2026-03-27,mlb-laa,mlb-hou,final,,,1,1,,,0.35,,,,,0.0,0.0,1,3.0,0.0,1,0.0,3.0,1,0,0,1.0,0,1,0,0.0,3.0,0.0,1,0.0,3.0,1,,,,,,,,,6,2,8,-4,mlb-laa,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824946,MLB,2026,regular,2026-03-27,2026-03-27,mlb-kc,mlb-atl,final,,,0,0,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,mlb-atl,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
822838,MLB,2026,regular,2026-03-28,2026-03-28,mlb-ath,mlb-tor,final,,,1,1,,,0.35,,,,,0.0,0.0,1,2.0,3.0,1,3.0,2.0,0,1,0,0.0,1,0,0,1.0,2.0,3.0,1,3.0,2.0,1,,,,,,,,,7,8,15,1,mlb-tor,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823082,MLB,2026,regular,2026-03-28,2026-03-28,mlb-tb,mlb-stl,final,,,1,1,,,0.35,,,,,0.0,0.0,1,7.0,9.0,1,9.0,7.0,0,1,0,0.0,1,0,0,1.0,7.0,9.0,1,9.0,7.0,1,,,,,,,,,5,6,11,1,mlb-stl,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823161,MLB,2026,regular,2026-03-28,2026-03-28,mlb-cle,mlb-sea,final,,,2,2,,,0.35,,,,,0.0,0.0,2,3.5,4.5,2,4.5,3.5,1,1,0,0.5,1,1,0,0.5,3.5,4.5,2,4.5,3.5,2,,,,,,,,,6,5,11,-1,mlb-cle,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823241,MLB,2026,regular,2026-03-28,2026-03-28,mlb-nyy,mlb-sf,final,,,2,2,,,0.35,,,,,0.0,0.0,2,5.0,0.0,2,0.0,5.0,2,0,0,1.0,0,2,0,0.0,5.0,0.0,2,0.0,5.0,2,,,,,,,,,3,1,4,-2,mlb-nyy,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823323,MLB,2026,regular,2026-03-28,2026-03-28,mlb-det,mlb-sd,final,,,2,2,,,0.35,,,,,0.0,0.0,2,6.5,2.0,2,2.0,6.5,2,0,0,1.0,0,2,0,0.0,6.5,2.0,2,2.0,6.5,2,,,,,,,,,0,3,3,3,mlb-sd,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823488,MLB,2026,regular,2026-03-28,2026-03-28,mlb-tex,mlb-phi,final,,,1,1,,,0.35,,,,,0.0,0.0,1,3.0,5.0,1,5.0,3.0,0,1,0,0.0,1,0,0,1.0,3.0,5.0,1,5.0,3.0,1,,,,,,,,,5,4,9,-1,mlb-tex,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823651,MLB,2026,regular,2026-03-28,2026-03-28,mlb-pit,mlb-nym,final,,,1,1,,,0.35,,,,,0.0,0.0,1,7.0,11.0,1,11.0,7.0,0,1,0,0.0,1,0,0,1.0,7.0,11.0,1,11.0,7.0,1,,,,,,,,,2,4,6,2,mlb-nym,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823811,MLB,2026,regular,2026-03-28,2026-03-28,mlb-cws,mlb-mil,final,,,1,1,,,0.35,,,,,0.0,0.0,1,2.0,14.0,1,14.0,2.0,0,1,0,0.0,1,0,0,1.0,2.0,14.0,1,14.0,2.0,1,,,,,,,,,1,6,7,5,mlb-mil,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823892,MLB,2026,regular,2026-03-28,2026-03-28,mlb-col,mlb-mia,final,,,1,1,,,0.35,,,,,0.0,0.0,1,1.0,2.0,1,2.0,1.0,0,1,0,0.0,1,0,0,1.0,1.0,2.0,1,2.0,1.0,1,,,,,,,,,3,4,7,1,mlb-mia,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823973,MLB,2026,regular,2026-03-28,2026-03-28,mlb-ari,mlb-lad,final,,,2,2,,,0.35,,,,,0.0,0.0,2,3.0,6.5,2,6.5,3.0,0,2,0,0.0,2,0,0,1.0,3.0,6.5,2,6.5,3.0,2,,,,,,,,,2,3,5,1,mlb-lad,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824213,MLB,2026,regular,2026-03-28,2026-03-28,mlb-laa,mlb-hou,final,,,2,2,,,0.35,,,,,0.0,0.0,2,4.5,1.0,2,1.0,4.5,2,0,0,1.0,0,2,0,0.0,4.5,1.0,2,1.0,4.5,2,,,,,,,,,9,11,20,2,mlb-hou,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824540,MLB,2026,regular,2026-03-28,2026-03-28,mlb-bos,mlb-cin,final,,,1,1,,,0.35,,,,,0.0,0.0,1,3.0,0.0,1,0.0,3.0,1,0,0,1.0,0,1,0,0.0,3.0,0.0,1,0.0,3.0,1,,,,,,,,,5,6,11,1,mlb-cin,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824701,MLB,2026,regular,2026-03-28,2026-03-28,mlb-wsh,mlb-chc,final,,,1,1,,,0.35,,,,,0.0,0.0,1,10.0,4.0,1,4.0,10.0,1,0,0,1.0,0,1,0,0.0,10.0,4.0,1,4.0,10.0,1,,,,,,,,,2,10,12,8,mlb-chc,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824862,MLB,2026,regular,2026-03-28,2026-03-28,mlb-min,mlb-bal,final,,,1,1,,,0.35,,,,,0.0,0.0,1,1.0,2.0,1,2.0,1.0,0,1,0,0.0,1,0,0,1.0,1.0,2.0,1,2.0,1.0,1,,,,,,,,,4,1,5,-3,mlb-min,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824945,MLB,2026,regular,2026-03-28,2026-03-28,mlb-kc,mlb-atl,final,,,1,1,,,0.35,,,,,0.0,0.0,1,0.0,6.0,1,6.0,0.0,0,1,0,0.0,1,0,0,1.0,0.0,6.0,1,6.0,0.0,1,,,,,,,,,2,6,8,4,mlb-atl,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
822837,MLB,2026,regular,2026-03-29,2026-03-29,mlb-ath,mlb-tor,final,,,2,2,,,0.35,,,,,0.0,0.0,2,4.5,5.5,2,5.5,4.5,0,2,0,0.0,2,0,0,1.0,4.5,5.5,2,5.5,4.5,2,,,,,,,,,2,5,7,3,mlb-tor,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823079,MLB,2026,regular,2026-03-29,2026-03-29,mlb-tb,mlb-stl,final,,,2,2,,,0.35,,,,,0.0,0.0,2,6.0,7.5,2,7.5,6.0,0,2,0,0.0,2,0,0,1.0,6.0,7.5,2,7.5,6.0,2,,,,,,,,,11,7,18,-4,mlb-tb,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823160,MLB,2026,regular,2026-03-29,2026-03-29,mlb-cle,mlb-sea,final,,,3,3,,,0.35,,,,,0.0,0.0,3,4.3333,4.6667,3,4.6667,4.3333,2,1,0,0.6667,1,2,0,0.3333,4.3333,4.6667,3,4.6667,4.3333,3,,,,,,,,,0,8,8,8,mlb-sea,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823487,MLB,2026,regular,2026-03-29,2026-03-29,mlb-tex,mlb-phi,final,,,2,2,,,0.35,,,,,0.0,0.0,2,4.0,4.5,2,4.5,4.0,1,1,0,0.5,1,1,0,0.5,4.0,4.5,2,4.5,4.0,2,,,,,,,,,8,3,11,-5,mlb-tex,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823647,MLB,2026,regular,2026-03-29,2026-03-29,mlb-pit,mlb-nym,final,,,2,2,,,0.35,,,,,0.0,0.0,2,4.5,7.5,2,7.5,4.5,0,2,0,0.0,2,0,0,1.0,4.5,7.5,2,7.5,4.5,2,,,,,,,,,4,3,7,-1,mlb-pit,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823810,MLB,2026,regular,2026-03-29,2026-03-29,mlb-cws,mlb-mil,final,,,2,2,,,0.35,,,,,0.0,0.0,2,1.5,10.0,2,10.0,1.5,0,2,0,0.0,2,0,0,1.0,1.5,10.0,2,10.0,1.5,2,,,,,,,,,7,9,16,2,mlb-mil,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823891,MLB,2026,regular,2026-03-29,2026-03-29,mlb-col,mlb-mia,final,,,2,2,,,0.35,,,,,0.0,0.0,2,2.0,3.0,2,3.0,2.0,0,2,0,0.0,2,0,0,1.0,2.0,3.0,2,3.0,2.0,2,,,,,,,,,3,4,7,1,mlb-mia,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824215,MLB,2026,regular,2026-03-29,2026-03-29,mlb-laa,mlb-hou,final,,,3,3,,,0.35,,,,,0.0,0.0,3,6.0,4.3333,3,4.3333,6.0,2,1,0,0.6667,1,2,0,0.3333,6.0,4.3333,3,4.3333,6.0,3,,,,,,,,,7,9,16,2,mlb-hou,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824538,MLB,2026,regular,2026-03-29,2026-03-29,mlb-bos,mlb-cin,final,,,2,2,,,0.35,,,,,0.0,0.0,2,4.0,3.0,2,3.0,4.0,1,1,0,0.5,1,1,0,0.5,4.0,3.0,2,3.0,4.0,2,,,,,,,,,2,3,5,1,mlb-cin,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824700,MLB,2026,regular,2026-03-29,2026-03-29,mlb-wsh,mlb-chc,final,,,2,2,,,0.35,,,,,0.0,0.0,2,6.0,7.0,2,7.0,6.0,1,1,0,0.5,1,1,0,0.5,6.0,7.0,2,7.0,6.0,2,,,,,,,,,6,3,9,-3,mlb-wsh,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824864,MLB,2026,regular,2026-03-29,2026-03-29,mlb-min,mlb-bal,final,,,2,2,,,0.35,,,,,0.0,0.0,2,2.5,1.5,2,1.5,2.5,1,1,0,0.5,1,1,0,0.5,2.5,1.5,2,1.5,2.5,2,,,,,,,,,6,8,14,2,mlb-bal,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824944,MLB,2026,regular,2026-03-29,2026-03-29,mlb-kc,mlb-atl,final,,,2,2,,,0.35,,,,,0.0,0.0,2,1.0,6.0,2,6.0,1.0,0,2,0,0.0,2,0,0,1.0,1.0,6.0,2,6.0,1.0,2,,,,,,,,,4,1,5,-3,mlb-kc,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
822834,MLB,2026,regular,2026-03-30,2026-03-30,mlb-col,mlb-tor,final,,,3,3,,,0.35,,,,,1987.7,0.0,,,,,,,0,3,0,0.0,3,0,0,1.0,2.3333,3.3333,3,5.3333,3.6667,3,,,,,,,,,14,5,19,-9,mlb-col,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823080,MLB,2026,regular,2026-03-30,2026-03-30,mlb-nym,mlb-stl,final,,,3,3,,,0.35,,,,,1416.6,0.0,,,,,,,2,1,0,0.6667,2,1,0,0.6667,6.0,4.3333,3,7.3333,7.6667,3,,,,,,,,,4,2,6,-2,mlb-nym,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823159,MLB,2026,regular,2026-03-30,2026-03-30,mlb-nyy,mlb-sea,final,,,3,4,,,0.35,,,,,1091.1,0.0,,,,,,,3,0,0,1.0,2,2,0,0.5,4.3333,0.3333,3,5.5,3.25,4,,,,,,,,,1,2,3,1,mlb-sea,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823320,MLB,2026,regular,2026-03-30,2026-03-30,mlb-sf,mlb-sd,final,,,3,3,,,0.35,,,,,737.1,0.0,,,,,,,0,3,0,0.0,1,2,0,0.3333,0.3333,4.3333,3,2.3333,4.3333,3,,,,,,,,,3,2,5,-1,mlb-sf,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823484,MLB,2026,regular,2026-03-30,2026-03-30,mlb-wsh,mlb-phi,final,,,3,3,,,0.35,,,,,1072.5,0.0,,,,,,,2,1,0,0.6667,1,2,0,0.3333,6.0,5.6667,3,4.0,5.3333,3,,,,,,,,,13,2,15,-11,mlb-wsh,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823809,MLB,2026,regular,2026-03-30,2026-03-30,mlb-tb,mlb-mil,final,,,3,3,,,0.35,,,,,524.3,0.0,,,,,,,1,2,0,0.3333,3,0,0,1.0,7.6667,7.3333,3,9.6667,3.3333,3,,,,,,,,,3,2,5,-1,mlb-tb,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823890,MLB,2026,regular,2026-03-30,2026-03-30,mlb-cws,mlb-mia,final,,,3,3,,,0.35,,,,,2043.4,0.0,,,,,,,0,3,0,0.0,3,0,0,1.0,3.3333,9.6667,3,3.3333,2.3333,3,,,,,,,,,9,4,13,-5,mlb-cws,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
823972,MLB,2026,regular,2026-03-30,2026-03-30,mlb-cle,mlb-lad,final,,,4,3,,,0.35,,,,,1541.4,0.0,,,,,,,2,2,0,0.5,3,0,0,1.0,3.25,5.5,4,5.3333,2.6667,3,,,,,,,,,4,2,6,-2,mlb-cle,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824135,MLB,2026,regular,2026-03-30,2026-03-30,mlb-min,mlb-kc,final,,,3,3,,,0.35,,,,,1537.3,1062.4,,,,,,,1,2,0,0.3333,1,2,0,0.3333,3.6667,3.6667,3,2.0,4.3333,3,,,,,,,,,1,3,4,2,mlb-kc,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824214,MLB,2026,regular,2026-03-30,2026-03-30,mlb-bos,mlb-hou,final,,,3,4,,,0.35,,,,,1436.1,0.0,,,,,,,1,2,0,0.3333,2,2,0,0.5,3.3333,3.0,3,5.5,6.25,4,,,,,,,,,1,8,9,7,mlb-hou,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824539,MLB,2026,regular,2026-03-30,2026-03-30,mlb-pit,mlb-cin,final,,,3,3,,,0.35,,,,,927.0,0.0,,,,,,,1,2,0,0.3333,2,1,0,0.6667,4.3333,6.0,3,3.0,3.3333,3,,,,,,,,,0,2,2,2,mlb-cin,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824702,MLB,2026,regular,2026-03-30,2026-03-30,mlb-laa,mlb-chc,final,,,4,3,,,0.35,,,,,1521.3,0.0,,,,,,,2,2,0,0.5,1,2,0,0.3333,6.25,5.5,4,5.6667,6.0,3,,,,,,,,,2,7,9,5,mlb-chc,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824863,MLB,2026,regular,2026-03-30,2026-03-30,mlb-tex,mlb-bal,final,,,3,3,,,0.35,,,,,142.6,0.0,,,,,,,2,1,0,0.6667,2,1,0,0.6667,5.3333,4.0,3,3.6667,3.6667,3,,,,,,,,,5,2,7,-3,mlb-tex,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
824943,MLB,2026,regular,2026-03-30,2026-03-30,mlb-ath,mlb-atl,final,,,3,3,,,0.35,,,,,1169.6,0.0,,,,,,,0,3,0,0.0,2,1,0,0.6667,3.6667,5.3333,3,4.3333,2.0,3,,,,,,,,,0,4,4,4,mlb-atl,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
